1000,2000000000,1,4.34E-12,5.16E-10,6.40E-08,4.97E-08,1.94E-09,124.74,4.3464,1075569.19,4529360,36302457.21,1943960,2214000,240000,131400,0.124767312,0.020328258,0.14509557
1000,2000000000,2,4.34E-12,5.16E-10,6.40E-08,4.97E-08,1.94E-09,128.48,4.34032,1091019.919,4660760,36353310.36,1943960,2214000,240000,262800,0.128207306,0.020620276,0.148827583
1000,2000000000,3,4.34E-12,5.16E-10,6.40E-08,4.97E-08,1.94E-09,132.22,4.340213333,1107238.198,4792160,36354203.79,1943960,2214000,240000,394200,0.131818593,0.020926802,0.152745395
1000,2000000000,4,4.34E-12,5.16E-10,6.40E-08,4.97E-08,1.94E-09,135.96,4.34016,1123463.137,4923560,36354650.52,1943960,2214000,240000,525600,0.135431367,0.021233453,0.15666482
1000,2000000000,1,3.91E-12,6.31E-10,6.40E-08,4.97E-08,1.94E-09,132.24,3.9164,1163997.462,4529360,40288274.95,1943960,2214000,240000,131400,0.112423776,0.021999552,0.134423328
1000,2000000000,2,3.91E-12,6.31E-10,6.40E-08,4.97E-08,1.94E-09,135.98,3.91032,1177794.391,4660760,40350917.57,1943960,2214000,240000,262800,0.115505676,0.022260314,0.13776599
1000,2000000000,3,3.91E-12,6.31E-10,6.40E-08,4.97E-08,1.94E-09,139.72,3.910213333,1192403.67,4792160,40352018.3,1943960,2214000,240000,394200,0.118758868,0.022536429,0.141295297
1000,2000000000,4,3.91E-12,6.31E-10,6.40E-08,4.97E-08,1.94E-09,143.46,3.91016,1207020.009,4923560,40352568.69,1943960,2214000,240000,525600,0.122013546,0.022812678,0.144826224
1000,2000000000,1,3.72E-12,6.01E-10,6.40E-08,4.97E-08,1.94E-09,132.24,3.7264,1108091.838,4687360,42342475.31,1943960,2372000,240000,131400,0.110701133,0.020942936,0.131644069
1000,2000000000,2,3.72E-12,6.01E-10,6.40E-08,4.97E-08,1.94E-09,135.98,3.72032,1121178.167,4818760,42411674.26,1943960,2372000,240000,262800,0.113618717,0.021190267,0.134808984
1000,2000000000,3,3.72E-12,6.01E-10,6.40E-08,4.97E-08,1.94E-09,139.72,3.720213333,1135076.846,4950160,42412890.3,1943960,2372000,240000,394200,0.116713574,0.021452952,0.138166526
1000,2000000000,4,3.72E-12,6.01E-10,6.40E-08,4.97E-08,1.94E-09,143.46,3.72016,1148982.585,5081560,42413498.34,1943960,2372000,240000,525600,0.119809971,0.021715771,0.141525742
1000,2000000000,1,3.55E-12,5.74E-10,6.40E-08,4.97E-08,1.94E-09,132.24,3.5564,1057640.806,4973360,44366494.21,1943960,2658000,240000,131400,0.112097205,0.019989411,0.132086616
1000,2000000000,2,3.55E-12,5.74E-10,6.40E-08,4.97E-08,1.94E-09,135.98,3.55032,1070091.335,5104760,44442472.79,1943960,2658000,240000,262800,0.114862196,0.020224726,0.135086922
1000,2000000000,3,3.55E-12,5.74E-10,6.40E-08,4.97E-08,1.94E-09,139.72,3.550213333,1083354.214,5236160,44443808.07,1943960,2658000,240000,394200,0.117815287,0.020475395,0.138290682
1000,2000000000,4,3.55E-12,5.74E-10,6.40E-08,4.97E-08,1.94E-09,143.46,3.55016,1096624.153,5367560,44444475.74,1943960,2658000,240000,525600,0.120770015,0.020726196,0.141496211
1000,2000000000,1,3.26E-12,6.36E-10,6.40E-08,4.97E-08,1.94E-09,138.24,3.2664,1100645.622,5195360,48305473.92,1943960,2880000,240000,131400,0.1075522,0.020802202,0.128354402
1000,2000000000,2,3.26E-12,6.36E-10,6.40E-08,4.97E-08,1.94E-09,141.98,3.26032,1111975.071,5326760,48395556.26,1943960,2880000,240000,262800,0.11006713,0.021016329,0.131083459
1000,2000000000,3,3.26E-12,6.36E-10,6.40E-08,4.97E-08,1.94E-09,145.72,3.260213333,1124152.71,5458160,48397139.66,1943960,2880000,240000,394200,0.112778566,0.021246486,0.134025052
1000,2000000000,4,3.26E-12,6.36E-10,6.40E-08,4.97E-08,1.94E-09,149.46,3.26016,1136337.729,5589560,48397931.39,1943960,2880000,240000,525600,0.115491713,0.021476783,0.136968496
1000,2000000000,1,3.00E-12,5.87E-10,6.40E-08,4.97E-08,1.94E-09,138.24,3.0064,1014738.926,5419360,52483036.19,1943960,3104000,240000,131400,0.10325927,0.019178566,0.122437836
1000,2000000000,2,3.00E-12,5.87E-10,6.40E-08,4.97E-08,1.94E-09,141.98,3.00032,1025095.975,5550760,52589390.47,1943960,3104000,240000,262800,0.105549046,0.019374314,0.12492336
1000,2000000000,3,3.00E-12,5.87E-10,6.40E-08,4.97E-08,1.94E-09,145.72,3.000213333,1036301.214,5682160,52591260.18,1943960,3104000,240000,394200,0.108043808,0.019586093,0.127629901
1000,2000000000,4,3.00E-12,5.87E-10,6.40E-08,4.97E-08,1.94E-09,149.46,3.00016,1047513.833,5813560,52592195.08,1943960,3104000,240000,525600,0.110540357,0.019798011,0.130338368
1000,2000000000,1,2.89E-12,6.39E-10,6.40E-08,4.97E-08,1.94E-09,142.74,2.8964,1064166.47,5761360,54476246.37,1943960,3446000,240000,131400,0.105759122,0.020112746,0.125871869
1000,2000000000,2,2.89E-12,6.39E-10,6.40E-08,4.97E-08,1.94E-09,146.48,2.89032,1074084.759,5892760,54590841.15,1943960,3446000,240000,262800,0.107944114,0.020300202,0.128244316
1000,2000000000,3,2.89E-12,6.39E-10,6.40E-08,4.97E-08,1.94E-09,150.22,2.890213333,1084878.118,6024160,54592855.89,1943960,3446000,240000,394200,0.110347039,0.020504196,0.130851235
1000,2000000000,4,2.89E-12,6.39E-10,6.40E-08,4.97E-08,1.94E-09,153.96,2.89016,1095679.097,6155560,54593863.32,1943960,3446000,240000,525600,0.112751867,0.020708335,0.133460202
1000,2000000000,1,2.69E-12,6.18E-10,6.40E-08,4.97E-08,1.94E-09,144.24,2.6964,1017682.15,6429360,58516911.44,1943960,4114000,240000,131400,0.109871828,0.019234193,0.12910602
1000,2000000000,2,2.69E-12,6.18E-10,6.40E-08,4.97E-08,1.94E-09,147.98,2.69032,1026843.319,6560760,58649156.98,1943960,4114000,240000,262800,0.111864524,0.019407339,0.131271862
1000,2000000000,3,2.69E-12,6.18E-10,6.40E-08,4.97E-08,1.94E-09,151.72,2.690213333,1036888.518,6692160,58651482.41,1943960,4114000,240000,394200,0.114100441,0.019597193,0.133697634
1000,2000000000,4,2.69E-12,6.18E-10,6.40E-08,4.97E-08,1.94E-09,155.46,2.69016,1046941.417,6823560,58652645.2,1943960,4114000,240000,525600,0.116338487,0.019787193,0.13612568
1000,2000000000,1,4.34E-12,5.16E-10,6.40E-09,1.30E-08,1.94E-09,132.39,4.34064,1108033.812,4913280,36350630.32,1943960,2214000,240000,515320,0.135163543,0.020941839,0.156105382
1000,2000000000,2,4.34E-12,5.16E-10,6.40E-09,1.30E-08,1.94E-09,143.78,4.340032,1157383.92,5428600,36355722.72,1943960,2214000,240000,1030640,0.149318996,0.021874556,0.171193552
1000,2000000000,3,4.34E-12,5.16E-10,6.40E-09,1.31E-08,1.94E-09,155.17,4.340021333,1206815.189,5943920,36355812.08,1943960,2214000,240000,1545960,0.163492978,0.022808807,0.186301786
1000,2000000000,4,4.34E-12,5.16E-10,6.40E-09,1.32E-08,1.94E-09,166.56,4.340016,1256247.123,6459240,36355856.75,1943960,2214000,240000,2061280,0.17766711,0.023743071,0.201410181
1000,2000000000,1,3.91E-12,6.31E-10,6.40E-09,1.30E-08,1.94E-09,139.89,3.91064,1193129.384,4913280,40347615.74,1943960,2214000,240000,515320,0.121773738,0.022550145,0.144323884
1000,2000000000,2,3.91E-12,6.31E-10,6.40E-09,1.30E-08,1.94E-09,151.28,3.910032,1237577.232,5428600,40353889.69,1943960,2214000,240000,1030640,0.134524826,0.02339021,0.157915036
1000,2000000000,3,3.91E-12,6.31E-10,6.40E-09,1.31E-08,1.94E-09,162.67,3.910021333,1282110.721,5943920,40353999.77,1943960,2214000,240000,1545960,0.147294445,0.024231893,0.171526338
1000,2000000000,4,3.91E-12,6.31E-10,6.40E-09,1.32E-08,1.94E-09,174.06,3.910016,1326644.915,6459240,40354054.82,1943960,2214000,240000,2061280,0.160064212,0.025073589,0.185137801
1000,2000000000,1,3.72E-12,6.01E-10,6.40E-09,1.30E-08,1.94E-09,139.89,3.72064,1135770.26,5071280,42408026.58,1943960,2372000,240000,515320,0.119583023,0.021466058,0.141049081
1000,2000000000,2,3.72E-12,6.01E-10,6.40E-09,1.30E-08,1.94E-09,151.28,3.720032,1178054.008,5586600,42414957.72,1943960,2372000,240000,1030640,0.131712969,0.022265221,0.153978189
1000,2000000000,3,3.72E-12,6.01E-10,6.40E-09,1.31E-08,1.94E-09,162.67,3.720021333,1220423.397,6101920,42415079.34,1943960,2372000,240000,1545960,0.143862044,0.023066002,0.166928046
1000,2000000000,4,3.72E-12,6.01E-10,6.40E-09,1.32E-08,1.94E-09,174.06,3.720016,1262793.491,6617240,42415140.15,1943960,2372000,240000,2061280,0.156011273,0.023866797,0.17987807
1000,2000000000,1,3.55E-12,5.74E-10,6.40E-09,1.30E-08,1.94E-09,139.89,3.55064,1084018.728,5357280,44438467.43,1943960,2658000,240000,515320,0.120555013,0.020487954,0.141042967
1000,2000000000,2,3.55E-12,5.74E-10,6.40E-09,1.30E-08,1.94E-09,151.28,3.550032,1124366.176,5872600,44446078.23,1943960,2658000,240000,1030640,0.132128643,0.021250521,0.153379164
1000,2000000000,3,3.55E-12,5.74E-10,6.40E-09,1.31E-08,1.94E-09,162.67,3.550021333,1164799.265,6387920,44446211.78,1943960,2658000,240000,1545960,0.143722485,0.022014706,0.165737191
1000,2000000000,4,3.55E-12,5.74E-10,6.40E-09,1.32E-08,1.94E-09,174.06,3.550016,1205233.059,6903240,44446278.55,1943960,2658000,240000,2061280,0.15531649,0.022778905,0.178095395
1000,2000000000,1,3.26E-12,6.36E-10,6.40E-09,1.30E-08,1.94E-09,145.89,3.26064,1124770.484,5579280,48390806.71,1943960,2880000,240000,515320,0.11529628,0.021258162,0.136554442
