[18:59:24],[18:59:36],32768,115625,115625,3897557,0.000359,273.057281,barrier2-9.mtx,3897557,
[19:01:34],[19:01:44],131072,112211,112211,760631,0.000078,381.190361,Baumann.mtx,760631,
[19:03:49],[19:04:05],131072,38744,38744,1771722,0.000117,329.809601,bbmat.mtx,1771722,
[19:06:30],[19:06:42],262144,13992,13992,316740,0.000044,482.277817,bcsstk29.mtx,606958,
[19:08:35],[19:08:47],262144,9506,9506,367280,0.000046,427.395439,nemeth01.mtx,725054,
[19:10:39],[19:10:54],131072,28924,28924,1036208,0.000115,343.063744,bcsstk30.mtx,2017706,
[19:13:00],[19:13:19],524288,9506,9506,274654,0.000037,447.764286,nemeth15.mtx,539802,
[19:15:06],[19:15:17],131072,35588,35588,608502,0.000083,397.487984,bcsstk31.mtx,1157900,
[19:17:08],[19:17:18],262144,9506,9506,298259,0.000038,428.190403,nemeth16.mtx,587012,
[19:19:13],[19:19:30],131072,44609,44609,1029655,0.000133,386.130234,bcsstk32.mtx,1976076,
[19:21:22],[19:21:32],262144,9506,9506,319563,0.000040,421.708523,nemeth17.mtx,629620,
[19:23:24],[19:23:34],262144,8738,8738,300321,0.000039,469.464077,bcsstk33.mtx,583794,
[19:25:27],[19:25:39],262144,9506,9506,352370,0.000044,373.166428,nemeth18.mtx,695234,
[19:27:27],[19:27:39],131072,30237,30237,740200,0.000088,398.485947,bcsstk35.mtx,1450163,
[19:29:33],[19:29:46],262144,9506,9506,413904,0.000050,432.965294,nemeth19.mtx,818302,
[19:31:46],[19:32:05],262144,23052,23052,583096,0.000070,376.073730,bcsstk36.mtx,1143140,
[19:34:01],[19:34:16],262144,9506,9506,490688,0.000056,403.944324,nemeth20.mtx,971870,
[19:36:16],[19:36:35],262144,25503,25503,583240,0.000073,351.177471,bcsstk37.mtx,1140977,
[19:38:34],[19:38:52],262144,9506,9506,591626,0.000065,373.850937,nemeth21.mtx,1173746,
[19:40:44],[19:40:58],131072,46772,46772,1068033,0.000113,342.220306,bcsstk39.mtx,2089294,
[19:43:00],[19:43:19],262144,9506,9506,684169,0.000073,385.601639,nemeth22.mtx,1358832,
[19:45:17],[19:45:27],131072,9506,9506,758158,0.000078,371.645027,nemeth23.mtx,1506810,
[19:47:02],[19:47:13],16384,1441295,1441295,1549970,0.000712,549.921082,belgium_osm.mtx,2542027,
[19:49:01],[19:49:11],131072,9506,9506,758028,0.000080,367.075424,nemeth24.mtx,1506550,
[19:50:39],[19:50:50],2048,245874,245874,6698185,0.005191,2428106.986328,BenElechi1.mtx,13150496,
[19:52:38],[19:52:48],131072,9506,9506,760632,0.000081,361.479416,nemeth25.mtx,1511758,
[19:54:26],[19:54:38],32768,60012,60012,340022,0.000366,390.052643,blockqp1.mtx,640033,
[19:56:26],[19:56:37],131072,9506,9506,760633,0.000081,362.442039,nemeth26.mtx,1511760,
