[17:24:55],[17:25:09],32768,41092,41092,1683902,0.000417,479742.856995,13485.242218,735825.234406,619525.937164,384497.135345,7.912262,av41092.mtx,1683902,230.158333333,6.25146094036,12
[17:28:03],[17:28:21],131072,87500,87500,312481,0.000136,1253036.940483,472.000496,4248.174065,266372.286446,249158.014923,2.408287,ncvxqp7.mtx,574962,238.71875,1.80354468686,16
[17:30:11],[17:30:27],4096,36000,36000,7128473,0.003819,491022.981445,63025.344238,7076707.982422,2808575.172852,2818458.676514,2809989.562256,nd12k.mtx,14220946,293.964285714,1.72362041846,14
[17:32:10],[17:32:27],16384,115625,115625,3897557,0.001030,1742207.298889,174501.569153,1703311.722778,1205920.386963,1043989.814880,640158.529541,barrier2-10.mtx,3897557,291.666666667,1.76735835516,15
[17:34:21],[17:34:38],16384,115625,115625,3897557,0.001028,1743853.492798,174503.228027,1703370.412170,1205872.487244,1044048.986145,642261.364502,barrier2-11.mtx,3897557,289.893333333,2.33079862327,15
[17:36:32],[17:36:49],16384,115625,115625,3897557,0.001034,1744735.011047,174509.236206,1703545.557800,1205912.500488,1043989.348145,641878.552795,barrier2-12.mtx,3897557,292.12,0.297097066069,15
[17:38:44],[17:39:03],16384,113076,113076,3805068,0.001173,1724379.518433,169709.025085,1659028.576294,1179773.708618,1022702.463562,598576.171143,barrier2-1.mtx,3805068,278.364705882,1.2541419267,17
[17:40:59],[17:41:18],16384,113076,113076,3805068,0.001166,1724665.255554,169694.163452,1658572.113770,1179873.270752,1022657.346680,593411.596985,barrier2-2.mtx,3805068,278.264705882,2.22682606534,17
[17:43:05],[17:43:20],2048,72000,72000,14393817,0.007391,968095.181641,125913.508789,14281656.367676,5678064.523438,5698414.437012,5708340.340820,nd24k.mtx,28715634,298.707692308,1.36012529879,13
[17:45:06],[17:45:25],16384,113076,113076,3805068,0.001160,1724270.455688,169706.067688,1658879.983643,1179995.894653,1022822.288635,592385.457947,barrier2-3.mtx,3805068,280.070588235,1.8795383369,17
[17:47:10],[17:47:28],32768,9000,9000,1644345,0.000530,109411.639618,15742.967957,1628881.847321,646260.079620,650177.129517,204840.749725,nd3k.mtx,3279690,271.975,6.96630282144,16
[17:49:14],[17:49:33],16384,113076,113076,3805068,0.001165,1724929.289429,169701.269531,1658849.593262,1179793.968323,1022512.295410,603518.275940,barrier2-4.mtx,3805068,280.470588235,1.83584079339,17
[17:51:10],[17:51:25],8192,18000,18000,3457658,0.001813,233621.575684,31602.825073,3432329.944580,1361001.606934,1366497.606567,1331014.475708,nd6k.mtx,6897316,293.346153846,1.80197130713,13
[17:53:08],[17:53:25],16384,115625,115625,3897557,0.001028,1744929.716309,174503.610291,1703351.171021,1206084.561218,1043858.360535,643622.936646,barrier2-9.mtx,3897557,292.56,1.5270014189,15
[17:55:31],[17:55:50],131072,112211,112211,760631,0.000144,1558582.718292,0.000000,0.000000,207274.921593,186254.802299,3.556419,Baumann.mtx,760631,244.18125,0.308663955622,16
[17:57:45],[17:57:56],65536,38744,38744,1771722,0.000178,703218.892670,41163.142746,749740.540649,366473.768280,351877.958298,4.842102,bbmat.mtx,1771722,245.822222222,2.04655687967,9
[18:00:22],[18:00:37],262144,13992,13992,316740,0.000057,182435.718998,19798.025776,275692.834133,127817.471073,123546.613041,1.680321,bcsstk29.mtx,606958,240.784615385,1.547626547,13
[18:02:33],[18:02:48],262144,9506,9506,367280,0.000058,108897.129677,16482.021381,349411.364925,141008.638088,142935.264221,1.578075,nemeth01.mtx,725054,250.723076923,0.595048603256,13
[18:04:31],[18:04:43],65536,28924,28924,1036208,0.000177,360703.328705,48779.103653,961088.799957,404458.870483,399601.159546,6.514755,bcsstk30.mtx,2017706,242.91,2.03982842416,10
[18:06:36],[18:06:48],262144,9506,9506,274654,0.000047,111209.743290,17457.023201,256462.159809,106041.210918,108150.838791,1.304104,nemeth15.mtx,539802,247.91,0.882553114549,10
[18:08:41],[18:08:57],131072,35588,35588,608502,0.000126,529294.481018,51016.419075,493726.863655,251908.647400,237053.304291,2.937263,bcsstk31.mtx,1157900,242.014285714,0.528957388045,14
[18:10:50],[18:11:03],262144,9506,9506,298259,0.000049,115319.412731,16117.020920,278631.557522,114995.642029,117025.229984,1.402050,nemeth16.mtx,587012,249.663636364,2.26124371541,11
[18:12:47],[18:13:00],65536,44609,44609,1029655,0.000194,573375.428574,70713.269638,908176.069122,404136.447830,402127.349457,4.784225,bcsstk32.mtx,1976076,241.572727273,2.28237950358,11
[18:14:55],[18:15:08],262144,9506,9506,319563,0.000052,106143.051380,15729.020130,302148.494091,123022.372246,125047.799236,1.538395,nemeth17.mtx,629620,248.481818182,1.06840423216,11
[18:17:02],[18:17:15],262144,8738,8738,300321,0.000050,103406.684978,15319.020889,279085.394272,117947.787098,117132.963131,1.618671,bcsstk33.mtx,583794,242.881818182,2.44867986022,11
[18:19:11],[18:19:26],262144,9506,9506,352370,0.000056,115081.234684,18142.023666,333342.726067,135397.746460,137383.855370,1.530308,nemeth18.mtx,695234,249.215384615,1.12239178258,13
[18:21:19],[18:21:36],131072,30237,30237,740200,0.000128,339333.444763,47786.061211,683813.700714,291811.724167,290468.729797,3.451225,bcsstk35.mtx,1450163,247.3,2.43967210912,15
[18:23:34],[18:23:50],262144,9506,9506,413904,0.000064,110544.774361,16502.020676,395568.680500,158546.645615,160336.500526,1.957695,nemeth19.mtx,818302,251.057142857,1.99094890718,14
[18:25:40],[18:25:53],131072,23052,23052,583096,0.000099,279866.906776,36287.046341,535000.757484,230196.658859,230661.602074,2.456673,bcsstk36.mtx,1143140,251.854545455,6.99004013987,11
